ID,Content
335,"vahalatamāhaarāī ajja paüttho paī gharaṃ suṇṇaṃ
taha jaggesu saajjia ṇa jahā amhe musijjāmo"
336,"saṃjīvaṇosahaṃ miva suassa rakkhaï aṇaṇṇavāvārā
sāsū ṇavabbhadaṃsaṇakaṃṭhāgaajīviaṃ soṇhaṃ"
337,"ṇūṇaṃ hiaaṇihittāi vasasi jāāi amha hiaammi
aṇṇaha maṇorahā me sāhasu kaha tīa viṇṇāā"
338,"taï suhaa aīsaṃte tissā acchīhi kaṇṇalaggehiṃ
diṇṇaṃ gholiravāhehi pāṇiaṃ daṃsaṇasuhāṇaṃ"
339,"uppekkhāgaa tuha muhadaṃsaṇapaḍiruddhajīviāsāi
duhiāi mae kālo kettiametto vva ṇeavvo"
340,"volīṇālakkhiarūajovvaṇā putti kaṃ ṇa dūmesi
diṭṭhā paṇaṭṭhaporāṇajaṇavaā jammabhūmi vva"
341,"pariosaviasiehiṃ bhaṇiaṃ acchīhi teṇa jaṇamajjhe
paḍivaṇṇaṃ tīa vi uvvamaṃtaseehi aṃgehiṃ"
342,"ekkakkamasaṃdesāṇurāavaḍḍhaṃtakouhallāiṃ
dukkhaṃ asamattamaṇorahāi acchaṃti mihuṇāiṃ"
343,"jaï so ṇa vallaho ccia gottaggahaṇeṇa tassa sahi kīsa
hoi muhaṃ te raviaraphaṃsavisaṭṭaṃ va tāmarasaṃ"
344,"māṇadumaparusapavaṇassa māmi savvaṃgaṇivvuiarassa
avaūhaṇassa bhaddaṃ raïṇāḍaapuvvaraṃgassa"
345,"ṇiaāṇumāṇaṇīsaṃka hiaa de pasia virama ettāhe
amuṇiaparamatthajaṇāṇulagga kīsa mha lahuesi"
346,"osahiajaṇo païṇā salāhamāṇeṇa aïciraṃ hasio
caṃdo tti tujjha vaaṇe viiṇṇakusumaṃjalivilakkho"
347,"jhijjaṃtehi aṇudiṇaṃ paccakkhammi vi tumammi aṃgehiṃ
vālaa pucchijjaṃtī ṇa āṇimo kassa kiṃ bhaṇimo"
348,"aṃgāṇaṃ taṇuāraa sikkhāvaa dīharoiavvāṇaṃ
viṇaāikkamaāraa mā mā ṇaṃ pamhasijjāsu"
349,"aṇṇaha ṇa tīraï ccia parivaḍḍhaṃtagaruaṃ piaamassa
maraṇaviṇoeṇa viṇā viramāveuṃ virahadukkhaṃ"
350,"vaṇṇaṃtīhi tuha guṇe vahuso amhehi chiṃchaīpurao
vālaa saam ea kao si dullaho kassa kuppāmo"
351,"jāo so vi vilakkho mae vi hasiūṇa gāḍham uvaūḍho
paḍhamosariassa ṇiaṃsaṇassa gaṃṭhiṃ vimaggaṃto"
352,"kaṃḍujjuā varāī ajja tae sā kaāvarāheṇa
alasāiaruṇṇaviaṃbhiāi diaheṇa sikkhaviā"
353,"avarāhehi vi ṇa tahā pattia jaha maṃ imehi dummesi
avahatthiasabbhāvehi suhaa dakkhiṇṇabhaṇiehiṃ"
354,"mā jūra piāliṃgaṇasarahasabhamirīṇa vāhulaïāṇaṃ
tuṇhikka paruṇṇenaṃ imiṇā māṇaṃsiṇi muheṇaṃ"
355,"mā vacca pupphalāvira devā uaaṃjalīhi tūsaṃti
golāṇaīa puttaa sīlummūlāi kūlāiṃ"
356,"vaaṇe vaaṇammi calaṃtasīsasuṇṇāvahāṇahuṃkāraṃ
sahi deṃtī ṇīsāsaṃtaresu kīsa mha dūmesi"
357,"sabbhāvaṃ pucchaṃtī vālaa roāviā tuha piāe
ṇa tthi ccia kaasavahaṃ hāsummissaṃ bhaṇaṃtīe"
358,"ettha mae ramiavvaṃ tīa samaṃ ciṃtiūṇa hiaeṇa
pāmarakaraseullā ṇivaḍaï tuvarī vavijjaṃtī"
359,"gahavaïsuocciesu vi phalahīveṃṭesu uaha vahuāi
mohaṃ bhamaï pulaïo vilaggaseaṃgulī hattho"
360,"ajjaṃ mohaṇasuhiaṃ mua tti mottuṃ palāie halie
daraphuḍiaveṃṭabhāroṇaāi hasiaṃ va phalahīe"
361,"ṇīsāsukkaṃpiapulaïehi jāṇaṃti ṇacciuṃ dhaṇṇā
amhārisīhi diṭṭhe piammi appā vi vīsario"
362,"taṇueṇa vi taṇuijjaï khīṇeṇa vi khijjae valā imiṇā
majjhattheṇa vi majjheṇa putti kaha tujjha paḍivakkho"
363,"vāhi vva vejjarahio dhaṇarahio saaṇamajjhavāso vva
riuriddhidaṃsaṇaṃ miva dūsahaṇīo tuha vioo"
364,"ko ttha jaammi samattho thaïuṃ vitthiṇṇaṇimmaluttuṃgaṃ
hiaaṃ tujjha ṇarāhiva gaaṇaṃ va paohare mottuṃ"
365,"āaṇṇei aḍaaṇā kuḍuṃgaheṭṭhammi diṇṇasaṃkeā
aggapaapelliāṇaṃ mammaraaṃ juṇṇapattāṇaṃ"
366,"ahileṃti surahiṇīsasiaparimalāvaddhamaṃḍalaṃ bhamarā
amuṇiacaṃdaparihavaṃ apuvvakamalaṃ muhaṃ tissā"
367,"dhīrāvalaṃvirīa vi guruaṇapurao tumammi volīṇe
paḍio se acchiṇimīlaṇeṇa pamhaṭṭhio vāho"
368,"bharimo se saaṇaparaṃmuhīa vialaṃtamāṇapasarāi
kaïavasuttuvvattaṇathaṇaalasappellaṇasuhelliṃ"
369,"phaggucchavaṇiddosaṃ keṇa vi kaddamapasāhaṇaṃ diṇṇaṃ
thaṇaalasamuhapaloṭṭaṃtaseadhoaṃ kiṇo dhuasi"
370,"kiṃ ṇa bhaṇio si vālaa gāmaṇidhūāi guruaṇasamakkhaṃ
aṇimisam īsīsi valaṃtavaaṇaṇaaṇaddhatiṭṭhehiṃ"
371,"ṇaaṇabbhaṃtaragholaṃtavāhabharamaṃtharāi diṭṭhīe
puṇaruttapeccharīe vālaa kiṃ jaṃ ṇa bhaṇio si"
372,"jo sīsammi viiṇṇo majjha juāṇehi gaṇavaī āsi
taṃ cia eṇhiṃ paṇamāmi haajare hohi saṃtuṭṭhā"
373,"aṃtohuttaṃ ḍajjhaï jāāsuṇṇe ghare haliaütto
ukkhāaṇihāṇāi va ramiaṭṭhāṇāi pecchaṃto"
374,"ṇiddābhaṃgo āvaṃḍurattaṇaṃ dīharā a ṇīsāsā
jāaṃti jassa virahe teṇa samaṃ kīriso māṇo"
375,"teṇa ṇa marāmi maṇṇūhi pūriā ajja jeṇa re suhaa
taggaamaṇā maraṃtī mā tujjha puṇo vi laggissaṃ"
376,"avarajjhasu vīsaddhaṃ savvaṃ te suhaa visahimo amhe
guṇaṇibbharammi hiae pattia dosā ṇa māaṃti"
377,"bhariuccaraṃtapasariapiasaṃbharaṇapisuṇo varāīe
parivāho via dukkhassa vahaï ṇaaṇaṭṭhio vāho"
378,"jaṃ jaṃ karesi jaṃ jaṃ jaṃpasi jaha jaha tumaṃ ṇiacchesi
taṃ tam aṇusikkhirīe dīho diaho ṇa saṃpaḍaï"
379,"bhaṃḍaṃtīa taṇāiṃ sottuṃ diṇṇāi jāi pahiassa
tāi ccea pahāe ajjā āaḍḍhaï ruaṃtī"
380,"vasaṇammi aṇuvviggā vihavammi agavviā bhae dhīrā
hoṃti ahiṇṇasahāvā samesu visamesu sappurisā"
381,"ajja sahi keṇa gose kaṃ pi maṇe vallahaṃ bharaṃteṇa
amhaṃ maaṇasarāhaahiaavaṇapphoḍaṇaṃ gīaṃ"
382,"uṭṭhaṃtamahāraṃbhe thaṇae daṭṭhūṇa muddhavahuāe
osaṇṇakavolāe ṇīsasiaṃ paḍhamaghariṇīe"
383,"garuachuhāuliassa vi vallahakariṇīmuhaṃ bharaṃtassa
saraso muṇālakavalo gaassa hatthe ccia milāṇo"
384,"pasia pie kā kuviā suaṇu tumaṃ paraaṇammi ko kovo
ko hu paro ṇāha tumaṃ kīsa aüṇṇāṇa me sattī"
385,"ehisi tumaṃ ti ṇimisaṃ va jaggiaṃ jāmiṇīa paḍhamaddhaṃ
sesaṃ saṃtāvaparavvasāi varisaṃ va volīṇaṃ"
386,"avalaṃvaha mā saṃkaha ṇa imā gahalaṃghiā paribbhamaï
atthakkagajjiubbhaṃtahitthahiaā pahiajāā"
387,"kesararaavicchaḍḍe maaraṃdo hoi jettio kamale
jaï bhamara tettio aṇṇahiṃ pi tā sohasi bhamaṃto"
388,"pecchaṃti aṇimisacchā pahiā haliassa piṭṭhapaṃḍuriaṃ
dhūaṃ duddhasamudduttaraṃtalacchiṃ via saaṇhā"
389,"kassa bharasi tti bhaṇie ko me atthi tti jaṃpamāṇīe
uvviggaroirīe amhe vi ruāviā tīe"
390,"pāapaḍiaṃ ahavve kiṃ dāṇi ṇa uṭṭhavesi bhattāraṃ
eaṃ cia avasāṇaṃ dūraṃ pi gaassa pemmassa"
391,"taḍaviṇihiaggahatthā vāritaraṃgehi gholiraṇiaṃvā
sālūrī paḍiviṃve purisāaṃti vva paḍihāi"
392,"sikkariamaṇiamuhaveviāi dhuahatthasiṃjiavvāi
sikkhaṃtu voḍahīo kusuṃbha tumhaṃ pasāeṇa"
393,"jettiamettā racchā ṇiaṃva kaha tettio ṇa jāo si
jeṇa chivijjaï guruaṇalajjosario vi so suhao"
394,"maragaasūīviddhaṃ va mottiaṃ piaï āaaggīvo
moro pāusaāle taṇaggalaggaṃ uaaviṃduṃ"
395,"ajjāi ṇīlakaṃcuabhariuvvariaṃ vihāi thaṇavaṭṭaṃ
jalabhariajalaharaṃtaradaruggaaṃ caṃdaviṃvaṃ va"
396,"rāaviruddhaṃ va kahaṃ pahio pahiassa sāhaï sasaṃkaṃ
jatto amvāṇa dalaṃ tatto daraṇiggaaṃ kiṃ pi"
397,"dhaṇṇā tā mahilāo jā daïaṃ siviṇae vi pecchaṃti
ṇidda ccia teṇa viṇā ṇa ei kā pecchae siviṇaṃ"
398,"parihariakaṇaakuṃḍalagaṃḍatthalamaṇaharesu savaṇesu
aṇṇua samaavaseṇaṃ parihijjaï tālaveṃṭajuaṃ"
399,"majjhaṇhapatthiassa vi gimhe pahiassa haraï saṃtāvaṃ
hiaaṭṭhiajāāmuhamaaṃkajoṇhājalappavaho"
400,"bhaṇa ko ṇa rūsaï jaṇo patthijjaṃto adesaālammi
raïvāvaḍā ruvaṃtaṃ piaṃ pi puttaṃ savaï māā"
401,"ḍajjhasi ḍajjhasu kutthasi kutthasu aha phuḍasi hiaa tā phuḍasu
taha vi parisesio ccia so khu mae galiasabbhāvo"
402,"daṭṭhūṇa raṃdatuṃḍaggaṇiggaaṃ ṇiasuassa dāḍhaggaṃ
bhoṃḍī viṇā vi kajjeṇa gāmaṇiaḍe jave caraï"
403,"helākaraggakaḍḍhiajalarikkaṃ sāaraṃ paāsaṃto
jaaï aṇiggahavaḍavaggibhariagaaṇo gaṇāhivaī"
404,"eeṇa ccia kaṃkelli tujjha taṃ ṇa tthi jaṃ ṇa pajjattaṃ
uvamijjaï jaṃ tuha pallaveṇa varakāmiṇīhattho"
405,"rasia viaḍḍha vilāsia samaaṇṇua saccaaṃ asoo si
varajuvaïcalaṇakamalāhao vi jaṃ viasasi saaṇhaṃ"
406,"valiṇo vāāvaṃhe cojjaṃ ṇiuṇattaṇaṃ ca paaḍaṃto
surasatthakaāṇaṃdo vāmaṇarūvo harī jaaï"
407,"vijjhāvijjaï jalaṇo gahavaïdhūāi vitthaasiho vi
aṇumaraṇaghaṇāliṃgaṇapiaamasuhasijjiraṃgīe"
408,"jāramasāṇasamubbhavabhūisuhapphaṃsasijjiraṃgīe
ṇa samappaï ṇavakāvāliṇīa uddhūlaṇāraṃbho"
409,"ekko paṇhaaï thaṇo vīo pulaei ṇahamuhālihio
puttassa piaamassa a majjhaṇisaṇṇāi ghariṇīa"
410,"ettāi ccia mohaṃ jaṇei vālattaṇe vi vaṭṭaṃtī
gāmaṇidhuā visalaa vva vaḍḍhiā kāhii aṇatthaṃ"
411,"apahuppaṃtaṃ mahimaṃḍalammi ṇahasaṃṭhiaṃ ciraṃ hariṇo
tārāupphappaaraṃciaṃ va taïaṃ paaṃ ṇamaha"
412,"suppaü taïo vi gao jāmo tti sahīu kīsa maṃ bhaṇaha
sehāliāṇa gaṃdho ṇa dei sottuṃ suaha tumhe"
413,"kaha so ṇa saṃbharijjaï jo me taha saṃṭhiāi aṃgāiṃ
ṇivvattie vi surae ṇijjhāaï suraarasio vva"
414,"sukkhaṃtavahalakaddamaghammavisūraṃtakamaḍhapāḍhīṇaṃ
diṭṭhaṃ aïṭṭhaüvvaṃ kāleṇa talaṃ taḍāassa"
415,"coriaraasaddhāluṇi mā putti bhammasu aṃdhaārammi
ahiaaraṃ lakkhijjasi tamabharie dīvaasiha vva"
416,"vāhittā paḍivaaṇaṃ ṇa dei rūsei ekkamekkassa
asaī kajjeṇa viṇā palippamāṇe ṇaīkacche"
417,"āma asaï mha osara païvvae ṇa tuha maïliaṃ gottaṃ
kiṃ uṇa jaṇassa jāa vva caṃḍilaṃ tā ṇa kāmemo"
418,"ṇiddaṃ lahaṃti kahiaṃ suṇaṃti khaliakkharaṃ ṇa jaṃpaṃti
jāhi ṇa diṭṭho si tumaṃ tāo ccia suhaa suhiāo"
419,"vālaa tumāi diṇṇaṃ kaṇṇe kāūṇa vorasaṃghāḍiṃ
lajjāluiṇī vi vahū gharaṃ gaā gāmaracchāe"
420,"aha so vilakkhahiao mae ahavvāi agahiāṇuṇao
paravajjaṇaccirīhiṃ tumhehi uvekkhio ṇiṃto"
421,"dīsaṃto ṇaaṇasuho ṇivvudijaṇaṇo karehi vi chivaṃto
abbhatthio ṇa labbhaï caṃdo vva pio kalāṇilao"
422,"je līṇabhamarabharabhaggagocchaā āsi ṇaïaḍucchaṃge
kāleṇa vaṃjulā piavaassa te khaṇṇuā jāā"
423,"khaṇabhaṃgureṇa pemmeṇa māuā dūmia mhi ettāhe
siviṇaaṇihilaṃbheṇa va diṭṭhapaṇaṭṭheṇa loammi"
424,"cāo sahāvasaralaṃ vicchuhaï saraṃ guṇammi ṇivaḍaṃtaṃ
vaṃkassa ujjuassa a saṃvaṃdho kiṃ ciraṃ hoi"
425,"paḍhamaṃ vāmaṇavihiṇā pacchā hu kao viaṃbhamāṇeṇa
thaṇajualeṇa imīe mahumahaṇeṇa vva valivaṃdho"
426,"mālaïkusumāi kuluṃciūṇa mā jāṇa ṇivvuo sisiro
kāavvā ajja vi ṇigguṇāṇa kuṃdāṇa sāmiddhī"
427,"tuṃgāṇa visesaṇiraṃtarāṇa sarasavaṇaladdhasohāṇaṃ
kaakajjāṇa bhaḍāṇa va thaṇāṇa paḍaṇaṃ pi ramaṇijjaṃ"
428,"parimalaṇasuhā garuā aladdhavivarā salakkhaṇāharaṇā
thaṇaā kavvālāa vva kassa hiae ṇa laggaṃti"
429,"khippaï hāro thaṇamaṃḍalāhi taruṇīhi ramaṇapariraṃbhe
acciaguṇā vi guṇiṇo lahaṃti lahuattaṇaṃ kāle"
430,"aṇṇo ko vi sahāvo vammahasihiṇo halā haāsassa
vijjhāi ṇīrasāṇaṃ hiae sarasāṇa pajjalaï"
431,"taha tassa māṇaparivaḍḍhiassa cirapaṇaavaddhamūlassa
māmi paḍaṃtassa suo saddo vi ṇa pemmarukkhassa"
432,"pāapaḍio ṇa gaṇio piaṃ bhaṇaṃto vi appiaṃ bhaṇio
vaccaṃto vi ṇa ruddho bhaṇa kassa kae kao māṇo"
433,"pusaï khaṇaṃ dhuaï khaṇaṃ papphoḍaï takkhaṇaṃ aāṇaṃtī
muddhavahū thaṇavaṭṭe diṇṇaṃ daïeṇa ṇakkhavaaṃ"
434,"vāsāratte uṇṇaapaohare jovvaṇe vva volīṇe
paḍhamekkakāsakusumaṃ dīsaï paliaṃ va dharaṇīe"
435,"kattha gaaṃa raïviṃvaṃ kattha paṇaṭṭhāu caṃdatārāu
gaaṇe valāavaṃtiṃ kālo horaṃ va kaṭṭhei"
436,"aviralapaḍaṃtaṇavajaladhārārajjughaḍiaṃ paatteṇa
apahutto ukkhiviuṃ rasaï va meho mahiṃ uaha"
437,"o hiaa ohidiahaṃ taïā paḍivajjiūṇa daïassa
atthakkāula vīsaṃbhaghāi kiṃ taï samāḍhattaṃ"
438,"jo vi ṇa āṇaï tassa vi kahei bhaggāi teṇa valaāiṃ
aïujjuā varāī ahava pio se haāsāe"
439,"sāmāi garuajovvaṇavisesabharie kavolamūlammi
pijjaï ahomuheṇa va kaṇṇavaaṃseṇa lāvaṇṇaṃ"
440,"seulliasavvaṃgī gottaggahaṇeṇa tassa suhaassa
dūiṃ appāheṃtī tassea gharaṃgaṇaṃ pattā"
441,"jammaṃtare vi calaṇe jīeṇaṃ maaṇa tujjha accissaṃ
jaï taṃ pi teṇa vāṇeṇa vijjhase jeṇa haṃ viddhā"
442,"ṇiavakkhāroviadehabhāraṇiuṇaṃ rasaṃ lahaṃteṇa
viasāviūṇa pijjaï mālaïkaliā mahuareṇa"
443,"kuruṇāho via pahio dummijjaï māhavassa milieṇa
bhīmeṇa jahicchāe dāhiṇavāeṇa chippaṃto"
444,"jāva ṇa kosaviāsaṃ pāvaï īsīsi mālaīkaliā
maaraṃdapāṇalohilla bhamara tāva ccia malesi"
445,"akaaṇṇua tujjha kae pāusarāīsu jaṃ mae khuṇṇaṃ
uppekkhāmi alajjira ajja vi taṃ gāmacikkhillaṃ"
446,"rehaï galaṃtakesakkhalaṃtakuṃḍalalalaṃtahāralaā
addhuppaïā vijjāhari vva purisāirī vālā"
447,"jaï bhamasi bhamasu emea kaṇha sohaggagavviro goṭṭhe
mahilāṇaṃ dosaguṇe viāriuṃ jaï khamo si tumaṃ"
448,"saṃjhāsamae jalapūriaṃjaliṃ vihaḍiekkavāmaaraṃ
gorīa kosapāṇujjaaṃ va pamahāhivaṃ ṇamaha"
449,"gāmaṇiṇo savvāsu vi piāsu aṇumaraṇagahiavesāsu
mammaccheesu vi vallahāi uvariṃ valaï diṭṭhī"
450,"māmi sarisakkharāṇa vi atthi viseso paaṃpiavvāṇaṃ
ṇehamaïāṇam aṇṇo aṇṇo uvarohamaïāṇaṃ"
451,"hiaāhiṃto pasaraṃti jāi aṇṇāi tāi vaaṇāi
osarasu kiṃ imehiṃ aharaṃtaramettabhaṇiehiṃ"
452,"kaha sā sohaggaguṇaṃ mae samaṃ vahaï ṇigghiṇa tumammi
jīa harijjaï ṇāmaṃ hariūṇa a dijjae majjha"
453,"sahi sāhasu sabbhāveṇa pucchimo kiṃ asesamahilāṇaṃ
vaḍḍhaṃti karattha ccia valaā daïe paütthammi"
454,"bhamaï parido visūraï ukkhiviuṃ se karaṃ pasārei
kariṇo paṃkakkhuttassa ṇehaṇialāviā kariṇī"
455,"raïkelihiaṇiaṃsaṇakarakisalaaruddhaṇaaṇajualassa
ruddassa taïaṇaaṇaṃ pavvaïpariuṃviaṃ jaaï"
456,"dhāvaï purao pāsesu bhamaï diṭṭhīpahammi saṃṭhāi
ṇavalaïkarassa tuha haliaütta de paharasu varāiṃ"
457,"kārimam āṇaṃdavaḍaṃ bhāmijjaṃtaṃ vahūa sahiāhiṃ
pecchaï kumārijāro hāsummīsehi acchīhiṃ"
458,"saṇiaṃ saṇiaṃ laliaṃgulīa maaṇavaḍalāaṇaṇiheṇa
vaṃdhaï dhavalavvaṇavaṭṭaaṃ va vaṇiāhare taruṇī"
459,"raïviramalajjiāo appattaṇiaṃsaṇāu sahasa tti
ḍhakkaṃti piaamāliṃgaṇeṇa jahaṇaṃ kulavahūo"
460,"pāaḍiaṃ sohaggaṃ taṃvāe uaha goṭṭhamajjhammi
duṭṭhavusahassa siṃge acchiuḍaṃ kaṃḍuaṃtīe"
461,"ua saṃbhamavikkhittaṃ ramiavvaalaṃpaḍāi asaīe
ṇavaraṃgaaṃ kuḍaṃge dhaaṃ va diṇṇaṃ aviṇaassa"
462,"hatthapphaṃseṇa jaraggavī vi paṇhaaï dohaaguṇeṇa
avaloiapaṇhuiriṃ puttaa puṇṇehi pāvihisi"
463,"masiṇaṃ caṃkammaṃtī pae pae kuṇaï kīsa muhabhaṃgaṃ
ṇūṇaṃ se mehaliā jahaṇagaaṃ chivaï ṇahavaṃtiṃ"
464,"saṃvāhaṇasuharasatosieṇa deṃteṇa tuha kare lakkhaṃ
calaṇeṇa vikkamāiccacariam anusikkhiaṃ tissā"
465,"pāapaḍaṇāṇa muddhe rahasavalāmoḍicuṃviavvāṇaṃ
daṃsaṇamettapasaṇṇe cukkā si suhāṇa vahuāṇaṃ"
466,"de suaṇu pasia eṇhiṃ puṇo vi sulahāi rūsiavvāiṃ
esā maacchi maalaṃchaṇujjalā galaï chaṇarāī"
467,"āvaṇṇāi kulāiṃ do ccia jāṇaṃti uṇṇaïṃ ṇeuṃ
gorīa hiaadaïo ahavā sālāhaṇaṇariṃdo"
468,"ṇikkhaṃdhadurārohaṃ puttaa mā pāḍaliṃ samāruhasu
ārūḍhaṇivaḍiā ke imīa ṇa kaā haāsāe"
469,"gāmaṇigharammi attā ekka ccia pāḍalā ihaggāme
vahupāḍalaṃ ca sīsaṃ diarassa ṇa suṃdaraṃ eaṃ"
470,"aṇṇāṇa vi hoṃti muhe pamhaladhavalāi dīhakasaṇāi
ṇaaṇāi suṃdarīṇaṃ taha vi hu daṭṭhuṃ ṇa āṇaṃti"
471,"haṃsehi va tuha raṇajalaasamaabhaacaliavihalavakkhehiṃ
parisesiapommāsehi māṇasaṃ gammaï riūhiṃ"
472,"duggaagharammi ghariṇī rakkhaṃtī āulattaṇaṃ païṇo
pucchiadohalasaddhā puṇo vi uaaṃ cia kahei"
473,"āaṃvaloaṇāṇaṃ ollaṃsuapāaḍorujahaṇāṇaṃ
avaraṇhamajjirīṇaṃ kaeṇa kāmo vahaï cāvaṃ"
474,"ke uvvariā ke iha ṇa khaṃḍiā ke ṇa luttaguruvihavā
ṇaharāi vesiṇīo gaṇaṇārehāu va vahaṃti"
475,"viraheṇa maṃdareṇa va hiaaṃ duddhoahiṃ va mahiūṇa
ummūliāi avvo amhaṃ raaṇāi va suhāiṃ"
476,"ujjuarae ṇa tūsaï vaṃkammi vi āamaṃ viappei
ettha ahavvāi mae pie piaṃ kaha ṇu kāavvaṃ"
477,"vahuvihavilāsarasie surae mahilāṇa ko uvajjhāo
sikkhaï asikkhiāi vi savvo ṇehāṇuvaṃdheṇa"
478,"vaṇṇavasie viatthasi saccaṃ cia so tue ṇa saṃbhavio
ṇa hu hoṃti tammi diṭṭhe sutthāvatthāi aṃgāiṃ"
479,"āsaṇṇavivāhadiṇe ahiṇavavahusaṃgamussuamaṇassa
paḍhamaghariṇīa suraaṃ varassa hiae ṇa saṃṭhāi"
480,"jaï loaṇiṃdiaṃ jaï amaṃgalaṃ jaï vi mukkamajjāaṃ
pupphavaïdaṃsaṇaṃ taha vi dei hiaassa ṇivvāṇaṃ"
481,"jaï ṇa chivasi pupphavaïṃ purao tā kīsa vārio ṭhāsi
chitto si culaculaṃtehi dhāviūṇa ămha hatthehi"
482,"ujjāgaraakasāiagaruacchī mohamaṃḍaṇavilakkhā
lajjaï lajjāluiṇī sā suhaa sahīṇa vi varāī"
483,"ṇa vi taha aïgarueṇa vi tammaï hiae bhareṇa gabbhassa
jaha vivarīaṇihuaṇaṃ piammi soṇhā apāvaṃtī"
484,"agaṇiajaṇāvavāaṃ avahatthiaguruaṇaṃ varāīe
tuha galiadaṃsaṇāsāi tīa valiuṃ ciraṃ ruṇṇaṃ"
485,"hiaaṃ hiae ṇihiaṃ cittālihia vva tuha muhe diṭṭhī
āliṃgaṇarahiāiṃ ṇavaraṃ jhijjaṃti aṃgāiṃ"
486,"ahaaṃ vioataṇuī dusaho virahāṇalo calaṃ jīaṃ
appāhijjaü kiṃ sahi jāṇasi taṃ cea jaṃ juttaṃ"
487,"tuha virahujjāgarao siviṇe vi ṇa dei daṃsaṇasuhāi
vāheṇa pahāloaṇaviṇoaṇaṃ se haaṃ taṃ pi"
488,"aṇṇāvarāhakuvio jaha taha kāleṇa gacchaï pasāaṃ
vesattaṇāvarāhe kuviaṃ kaha taṃ pasāemi"
489,"dīsasi piāi jaṃpasi sabbhāvo suhaa ettio ccea
phāleiūṇa hiaaṃ sāhasu ko dāvae kassa"
490,"uaaṃ lahiuṃ uttāṇiāṇaṇā hoṃti ke vi savisesaṃ
rittā ṇamaṃti suiraṃ rahaṭṭaghaḍia vva kāpurisā"
491,"bhaggapiasaṃgamaṃ kettiaṃ va joṇhājalaṃ ṇahasarammi
caṃdaarapaṇālaṇijharaṇivahapaḍaṃtaṃ ṇa ṇiṭṭhāi"
492,"suṃdarajuāṇajaṇasaṃkule vi tuha daṃsaṇaṃ vimaggaṃtī
raṇṇe va bhamaï diṭṭhī varāiāe samuvviggā"
493,"aïkovaṇā vi sāsū ruāviā gaavaīa soṇhāe
pāapaḍanoṇaāe dosu vi galiesu valaesu"
494,"rovaṃti vva araṇṇe dūsaharaïkiriṇaphaṃsasaṃtattā
aïtārajhilliviruehi pāavā gimhamajjhaṇhe"
495,"paḍhamaṇilīṇamahuramahulohillāliulavaddhajhaṃkāraṃ
ahimaarakiraṇaṇiuruṃvacuṃviaṃ dalaï kamalavaṇaṃ"
496,"gottakkhalaṇaṃ soūṇa piaame ajja tīa chaṇadiahe
vajjhamahisassa māla vva maṃḍaṇaṃ uaha paḍihāi"
497,"mahamahaï malaavāo attā vārei maṃ gharā ṇiṃtiṃ
aṃkollaparimaleṇa vi jo kkhu muo so muo ccea"
498,"muhapecchao paī se sā vi hu savisesadaṃsaṇummaïā
do vi kaatthā puhaïṃ amahilapurisaṃ va maṇṇaṃti"
499,"khemaṃ katto khemaṃ jo so khujjaṃvao gharaddāre
tassa kira matthaāo ko vi aṇattho samuppaṇṇo"
500,"rasiajaṇahiaadaïe kaïvacchalapamuhasukaïṇimmaïe
sattasaammi samattaṃ paṃcamagāhāsaaṃ eaṃ"
501,"āucchaṇavicchāaṃ jāāi muhaṃ ṇiacchamāṇeṇa
pahieṇa soaṇialāvieṇa gaṃtuṃ cia ṇa iṭṭhaṃ"
