ID,Content
502,"sūīvehe musalaṃ vicchuhamāṇeṇa ḍaḍḍhaloeṇa
ekkaggāme vi pio samehi acchīhi vi ṇa diṭṭho"
503,"ajjaṃ pi dāva ekkaṃ mā maṃ vārehi piasahi ruaṃtiṃ
kalliṃ uṇa tammi gae jaï ṇa muā tā ṇa roissaṃ"
504,"ehi tti vāharaṃtammi piaame uaha oṇaamuhīe
viuṇāveḍhiajahaṇatthalāi lajjoṇaaṃ hasiaṃ"
505,"māresi kaṃ ṇa muddhe imeṇa rattaṃtatikkhavisameṇa
bhulaācāvaviṇiggaatikkhaaraddhacchibhalleṇa"
506,"tuha daṃsaṇe saaṇhā saddaṃ soūṇa ṇiggaā jāiṃ
taï volīṇe tāiṃ paāi voḍhavvaā jāā"
507,"īsāmacchararahie hi ṇivviārehi māmi acchīhiṃ
eṇhiṃ jaṇo jaṇam miva ṇiacchae kuha ṇa jhijjāmo"
508,"vāuddhaasicaavihāviorudiṭṭheṇa daṃtamaggeṇa
vahumāā tosijjaï ṇihāṇakalasassa va muheṇa"
509,"hiaammi vasasi ṇa karesi maṇṇuaṃ taha vi ṇehabhariehiṃ
saṃkijjasi juaïsahāvagaliadhīrehi amhehiṃ"
510,"aṇṇaṃ pi kiṃ pi pāvihisi mūḍha mā tamma dukkhametteṇa
hiaa parāhīṇajaṇaṃ mahaṃta tuha kettiaṃ eaṃ"
511,"veso si jīa paṃsula ahiaaraṃ sā hu vallahā tujjha
ia jāṇiūṇa vi mae ṇa īsiaṃ ḍaḍḍhapemmassa"
512,"sā āma suhaa guṇarūasohirī āma ṇigguṇā ahaaṃ
bhaṇa tīa jo ṇa sariso kiṃ so savvo jaṇo maraü"
513,"saṃtam asaṃtaṃ dukkham suhaṃ ca jāo gharassa jāṇaṃti
tā puttaa mahilāo sesāu jarā maṇussāṇaṃ"
514,"hasiehi uvālaṃbhā accuvaārehi khijjiavvāiṃ
aṃsūhi bhaṃḍaṇāiṃ eso maggo sumahilāṇaṃ"
515,"ullāvo mā dijjaü loaviruddhaṃ ti ṇāma kāūṇa
samuhāvaḍie ko uṇa vese diṭṭhiṃ ṇa pāḍei"
516,"sāhīṇapiaamo duggao vi maṇṇaï kaattham appāṇaṃ
piarahio uṇa puhaviṃ pi pāviuṃ duggao ccea"
517,"kiṃ ruasi kiṃ va soasi kiṃ kuppasi suaṇu ekkamekkassa
pemmaṃ visaṃ va visamaṃ sāhasu ko ruṃbhiuṃ taraï"
518,"te a juāṇā tā gāmasaṃpaā taṃ ca amha tāruṇṇaṃ
akkhāṇaaṃ va loo kahei amhe vi taṃ suṇimo"
519,"vāhohabhariagaṃḍāharāi bhaṇiaṃ vilakkhahasirīe
ajja vi kiṃ rūsijjaï savahāvatthaṃ gaaṃ pemmaṃ"
520,"vaṇṇagghaatuppamuhiṃ jo maṃ aïāareṇa cuṃvaṃto
eṇhiṃ so bhūsaṇabhūsiaṃ pi alasāaï chivaṃto"
521,"ṇīlavaḍapāuaṃgi tti mā hu ṇaṃ pariharijjāsu
paṭṭaṃsuaṃ pi ṇaddhaṃ raammi avaṇijjaï ccea"
522,"saccaṃ kalahe kalahe suraāraṃbhā puṇo ṇavā hoṃti
māṇo uṇa māṇaṃsiṇi garuo pemmaṃ viṇāsei"
523,"māṇummattāi mae akāraṇaṃ kāraṇaṃ kuṇaṃtīe
addaṃsaṇeṇa pemmaṃ viṇāsiaṃ poḍhavāeṇa"
524,"aṇuūlaṃ cia vottuṃ vahuvallaha vallahe vi vese vi
kuviaṃ ca pasāeuṃ sikkhaï loo tumāhiṃto"
525,"lajjā cattā sīlaṃ ca khaṃḍiaṃ ajasaghosaṇā diṇṇā
jassa kaeṇaṃ piasahi so ccea jaṇo jaṇo jāo"
526,"hasiaṃ aïṭṭhadaṃtaṃ bhamiam aṇikkaṃtadehalīdesaṃ
diṭṭam aṇukkhittamuhaṃ eso maggo kulavahūṇaṃ"
527,"dhūlimaïlo vi paṃkaṃkio vi taṇaraïadehabharaṇo vi
taha vi gaïṃdo garuattaṇeṇa ḍhakkaṃ samuvvahaï"
528,"karamari kīsa ṇa gammaï ko gavvo jeṇa masiṇagamaṇā si
adiṭṭhadaṃtaṃ hasirīa jaṃpiaṃ cora jāṇihisi"
529,"thoraṃsuehi ruṇṇaṃ savattivaggeṇa pupphavaïāe
bhuasiharaṃ païṇo pecchiūṇa siralaggatuppaliaṃ"
530,"loo jūraï jūraü vaaṇijjaṃ hoi hou taṃ ṇāma
ehi ṇimajjasu pāse pupphavaï ṇa ei me ṇiddā"
531,"jaṃ jaṃ pulaemi disaṃ purao lihio vva īsase tattha
tuha paḍimāparivāḍiṃ vahaï va saalaṃ disācakkaṃ"
532,"osaraï dhuṇaï sāhaṃ khokkhāmuhalo puṇo samullihaï
jaṃvūphalaṃ ṇa geṇhaï bhamaro tti kaī paḍhamaḍakko"
533,"ṇa chivaï hatteṇa kaī kaṃḍūibhaeṇa pattalaṇiuṃje
daralaṃvigocchakaïkacchusacchahaṃ vāṇarīhatthaṃ"
534,"sarasā vi sūsaï ccia jāṇaï dukkhāi muddhahiaā vi
rattā vi paṃḍura ccia jāā varaī tuha vioe"
535,"āruhaï juṇṇaaṃ khujjaaṃ pi jaṃ uaha vallarī taüsī
ṇīluppalaparimalavāsiassa saraassa so doso"
536,"uppahapahāviajaṇo paviaṃbhiakalaalo pahaatūro
avvo so ccea chaṇo teṇa viṇā gāmaḍāho vva"
537,"ullāvaṃteṇa ṇa hoi kassa pāsaṭṭhieṇa thaḍḍeṇa
saṃkā masāṇapāavalaṃviacoreṇa va khaleṇa"
538,"asamattagaruakajje eṇhiṃ pahie gharaṃ ṇiattaṃte
ṇavapāuso piucchā hasaï va kuḍaaṭṭahāsehiṃ"
539,"daṭṭhūṇa uṇṇamaṃte mehe āmukkajīviāsāe
pahiaghariṇīa ḍiṃbho oruṇṇamuhīa saccavio"
540,"avihavalakkhaṇavalaaṃ ṭhāṇaṃ ṇeṃto puṇo puṇo galiaṃ
sahisattho ccia māṇaṃsiṇīa valaārao jāo"
541,"pahiavahū vivaraṃtaragaliajalolle ghare aṇollaṃ pi
uddesaṃ aviraavāhasalilaṇivaheṇa ollei"
542,"jīhāi kuṇaṃti piaṃ hoṃti a hiaammi ṇivvuiṃ kāuṃ
pīḍijjaṃtā vi rasaṃ jaṇeṃti ucchū kulīṇā a"
543,"dīsaï ṇa cūamaülaṃ attā ṇa a vāi malaagaṃdhavaho
pattaṃ vasaṃtamāsaṃ sāhaï ukkaṃṭhiaṃ cea"
544,"aṃvavaṇe bhamaraülaṃ ṇa viṇā kajjeṇa ūsuaṃ bhamaï
katto jalaṇeṇa viṇā dhūmassa sihāu dīsaṃti"
545,"daïakaraggahalulio dhammillo sīhugaṃdhiaṃ vaaṇaṃ
maaṇammi ettiaṃ cia pasāhaṇaṃ haraï taruṇīṇaṃ"
546,"gāmataruṇīu hiaaṃ haraṃti cheāṇa thaṇaharillīo
maaṇe kusuṃbharāillakaṃcuābharaṇamettāo"
547,"āloaṃta disāo sasaṃta jaṃbhaṃta gaṃta roaṃta
mucchaṃta paḍaṃta khalaṃta pahia kiṃ te paüttheṇa"
548,"daṭṭhūṇa taruṇasuraaṃ vivihavilāsehi karaṇasohillaṃ
dīvo vi taggaamaṇo gaaṃ pi tellaṃ ṇa lakkhei"
549,"puṇaruttakarapphālaṇam uhaataḍullihaṇapīḍaṇasaāiṃ
jūhāhivassa māe puṇo vi jaï ṇammaā sahaï"
550,"voḍasuṇao vivaṇṇo attā mattā paī vi aṇṇattho
phaḍahī vi moḍiā mahisaeṇa ko kassa sāheu"
551,"sakaaggaharahasuttāṇiāṇaṇā piaï piamuhaviiṇṇaṃ
thoaṃ thoaṃ rososahaṃ va ua māṇiṇī maïraṃ"
552,"girisotto tti bhuaṃgaṃ mahiso jīhāi lihaï saṃtatto
mahisassa kaṇhapattharajharo tti sappo piaï lālaṃ"
553,"paṃjarasāriṃ attā ṇa ṇesi kiṃ ettha raïharāhiṃto
vīsaṃbhajaṃpiāiṃ esā loāṇa paaḍei"
554,"eddahamette gāme ṇa paḍaï bhikka tti kīsa maṃ bhaṇasi
dhammia karaṃjabhaṃjaa jaṃ jīasi taṃ pi de vahuaṃ"
555,"jaṃtia gulaṃ vimaggasi ṇa a me icchāi vāhase jaṃtaṃ
aṇarasia kiṃ ṇa āṇasi ṇa raseṇa viṇā gulo hoi"
556,"pattaṇiaṃvapphaṃsā ṇhāṇuttiṇṇāi sāmalaṃgīe
jalaviṃduehi cihurā ruaṃti vaṃdhassa va bhaeṇa"
557,"gāmaṃgaṇaṇiaḍiakaṇhavakkha vaḍa tujjha dūram aṇulaggo
tattillapaḍikkhaabhoio vi gāmo ṇa uvviggo"
558,"suppaṃ ḍaḍḍhaṃ caṇaā ṇa bhajjiā so juā aïkkaṃto
attā vi ghare kuviā bhūāṇa va vāio vaṃso"
559,"pisuṇeṃti kāmiṇīṇaṃ jalalukkapiāvaūhaṇasuhelliṃ
kaṃḍaïakavolupphullaṇiccalacchīi vaaṇāi"
560,"ahiṇavapāusarasiesu sŏhaï sāmāiesu diahesu
rahasapasāriagīvāṇa ṇacciaṃ moravuṃdāṇaṃ"
561,"mahisakkhaṃdhavilaggaṃ gholaï siṃgāhaaṃ simisimaṃtaṃ
āhaavīṇājhaṃkārasaddamuhalaṃ masaavuṃdaṃ"
562,"rehaṃti kumuadalaṇiccalaṭṭhiā mattamahuaraṇihāā
sasiaraṇīsesapaṇāsiassa gaṃṭhi vva timirassa"
563,"uaha tarukoḍarāo ṇikkaṃtaṃ pūsuāṇa riṃcholiṃ
sarae jario vva dumo pittaṃ va salohiaṃ vamaï"
564,"dhārādhuvvaṃtamuhā laṃviavakkhā ṇiuṃciaggīvā
vaïveḍhaṇesu kāā sūlāhiṇṇa vva dīsaṃti"
565,"ṇa vi taha anālavaṃtī hiaaṃ dūmei māṇiṇī ahiaṃ
jaha dūraviaṃbhiagaruarosamajjhatthabhaṇiehiṃ"
566,"gaṃdhaṃ agghāaṃtaa pikkakalaṃvāṇa vāhabhariaccha
āsasu pahiajuāṇaa ghariṇimuhaṃ mā ṇa pecchihisi"
567,"gajja mahaṃ cia uvariṃ savvatthāmeṇa lohahiaassa
jalahara laṃvālaïaṃ mā re mārehisi varāiṃ"
568,"paṃkamaïleṇa chīrekkapāiṇā diṇṇajāṇuvaḍaṇeṇa
ānaṃdijjaï halio putteṇa va sālichetteṇa"
569,"kaha me pariṇaïāle khalasaṃgo hohii tti ciṃtaṃto
oṇaamuho sasūo ruaï va sālī tusāreṇa"
570,"saṃjhārāotthaïo dīsaï gaaṇammi paḍivaācaṃdo
rattaduūlaṃtario thaṇaṇahaleho vva ṇavavahūe"
571,"aï diara kiṃ ṇa pecchasi āāsaṃ kiṃ muhā paloesi
jāāi vāhumūlammi addhaaṃdāṇa parivāḍiṃ"
572,"vāāi kiṃ bhaṇijjaü kettiamettaṃ va likkhae lehe
tuha virahe jaṃ dukkhaṃ tassa tumaṃ cea gahiattho"
573,"maaṇaggiṇo vva dhūmaṃ mohaṇapicchiṃ va loadiṭṭhīe
jovvaṇadhaaṃ va muddhā vahaï suaṃdhaṃ ciurabhāraṃ"
574,"rūaṃ siṭṭhaṃ cia se asesapurise ṇiattiaccheṇa
vāholleṇa imīe ajaṃpamāṇeṇa vi muheṇa"
575,"ruṃdāraviṃdamaṃdiramaaraṃdāṇaṃdiāliriṃcholī
jhaṇajhaṇaï kasaṇamaṇimehala vva mahumāsalacchīe"
576,"kassa karo vahupuṇṇapphalekkataruṇo tuhaṃ visammihaï
thaṇapariṇāhe mammahaṇihāṇakalase vva pāroho"
577,"corā sabhaasataṇhaṃ puṇo puṇo pesaaṃti diṭṭhīo
ahirakkhiaṇihikalase vva poḍhavaïāthanucchaṃge"
578,"uvvahaï ṇavataṇaṃkuraromaṃcapasāhiāi aṃgāiṃ
pāusalacchīa paoharehi paripellio viṃjho"
579,"āma vahalā vaṇālī muhalā jalaraṃkuṇo jalaṃ sisiraṃ
aṇṇaṇaīṇa vi revāi taha vi aṇṇe guṇā ke vi"
580,"eha imīa ṇiacchaha pariṇaamālūrasacchahe thaṇae
tuṃge sappurisamaṇorahe vva hiae amāaṃte"
581,"hatthāhatthiṃ aham ahamiāi vāsāgamammi mehehiṃ
avvo kiṃ pi rahassaṃ chaṇṇaṃ pi ṇahaṃgaṇaṃ galaï"
582,"kettiamettaṃ hohii sohaggaṃ piaamassa bhamirassa
mahilāmaaṇachuhāulakaḍakkhavikkhevagheppaṃtaṃ"
583,"ṇiadhaṇiaṃ uvaūhasu kukkuḍasaddeṇa jhatti paḍivuddho
paravasahivāsasaṃkira ṇiae vi gharammi mā bhāsu"
584,"kharapavaṇaraagalatthiagiriūḍāvaḍaṇabhiṇṇadehassa
dhukkādhukkaï jīaṃ va vijjuā kālamehassa"
585,"mehamahisassa ṇajjaï uare suracāvakoḍibhiṇṇassa
kaṃdaṃtassa saviaṇaṃ aṃtaṃ va palaṃvae vijjū"
586,"ṇavapallavaṃ visaṇṇā pahiā pecchaṃti cūarukkhassa
kāmassa lohiuppaṃgarāiaṃ hatthabhallaṃ va"
587,"mahilāṇaṃ cia doso jeṇa pavāsammi gavviā purisā
do tiṇṇi jāva ṇa maraṃti tā ṇa virahā samappaṃti"
588,"vālaa de vacca lahuṃ maraï varāī alaṃ vilaṃveṇa
sā tujjha daṃsaṇeṇa vi jīvejja ṇa ettha saṃdeho"
589,"taṃmirapasariahuavahajālolipalīvie vaṇābhoe
kiṃsuavaṇaṃ ti kaliūṇa muddhahariṇo ṇa ṇikkamaï"
590,"ṇihuaṇasippaṃ taha sāriāi ullāviaṃ mha gurupurao
jaha taṃ velaṃ māe ṇa āṇimo kattha vaccāmo"
591,"paccaggupphulladalullasaṃtamaaraṃdapāṇalehalao
taṃ ṇa tthi kuṃdakaliāi jaṃ ṇa bhamaro mahaï kāuṃ"
592,"so ko vi guṇāisao ṇa āṇimo māmi kuṃdalaïāe
acchīhiṃ cia pāuṃ ahilassaï jeṇa bhamarehiṃ"
593,"ekka ccia rūaguṇaṃ gāmaṇidhūā samuvvahaï
aṇimisaṇaaṇo saalo jīe devīkao gāmo"
594,"maṇṇe āsāo ccia ṇa pāvio piaamāhararasassa
tiasehi jeṇa raaṇāarāhi amaaṃ samuddhariaṃ"
595,"āaṇṇāaḍḍhiaṇisiabhallamammāhaāi hariṇīe
addaṃsaṇo pio hohii tti valiuṃ ciraṃ dittho"
596,"visamaṭṭhiapikkekkaṃvadaṃsaṇe tujjha sattughariṇīa
ko ko ṇa patthio pahiāṇaṃ ḍiṃbhe ruaṃtammi"
597,"mālārī laliulluliavāhumūlehi taruṇahiaāiṃ
ullūraï sajjullūriāi kusumāi dāveṃtī"
598,"majjho pio kuaṃḍo pallijuāṇā savattīo
jaha jaha vaḍḍhaṃti thaṇā taha taha jhijjaṃti paṃca vāhīe"
599,"mālārīe vellahalavāhumūlāvaloaṇasaaṇho
aliaṃ pi bhamaï kusumagghapucchiro paṃsulajuāṇo"
600,"rasiajaṇahiaadaïe kaïvacchalapamuhasukaïṇimmaïe
sattasaammi samattaṃ saṭṭhaṃ gāhāsaaṃ eaṃ"
601,"akaaṇṇua ghaṇavaṇṇaṃ ghaṇavaṇṇaṃtariataraṇiaraṇiaraṃ
jaï re re vāṇīraṃ revāṇīraṃ pi ṇo bharasi"
602,"maṃdaṃ pi ṇa āṇaï haliaṇaṃdaṇo iha hi ḍaḍḍhagāmammi
gahavaïsuā vivajjaï avejjae kassa sāhāmo"
603,"ekkakkamaparirakkhaṇapahārasamuhe kuraṃgamihuṇammi
vāheṇa maṇṇuvialaṃtavāhadhoaṃ dhaṇuṃ mukkaṃ"
604,"tā suhaa vilaṃva khaṇaṃ bhaṇāmi kīa vi kaeṇa alam ahavā
aviāriakajjāraṃbhaāriṇī maraü ṇa bhaṇissaṃ"
605,"bhoiṇidiṇṇapaheṇaacakkhiadussikkhio haliaütto
ettāhe aṇṇapaheṇaāṇa chīvollaaṃ dei"
606,"paccūsamaūhāvaliparimalaṇasamūsasaṃtavattāṇaṃ
kamalāṇa raaṇivirame jialoasirī mahaṃmahaï"
607,"vāuvvelliasāhuli thaesu phuḍadaṃtamaṃḍalaṃ jahaṇaṃ
caḍuāraaṃ païṃ mā hu putti jaṇahāsiaṃ kuṇasu"
608,"vīsatthahasiaparisakkiāṇa paḍhamaṃ jalaṃjalī diṇṇo
pacchā vahūa gahio kuḍaṃvabhāro ṇimajjaṃto"
609,"gammihisi tassa pāsaṃ suṃdari mā tuara vaḍḍhaü miaṃko
duddhe duddhaṃ miva caṃdiāi ko pecchaï muhaṃ de"
610,"jaï jūraï jūraü ṇāma māmi paraloavasaṇio loo
taha vi valā gāmaṇiṇaṃdaṇassa vaaṇe valaï diṭṭhī"
611,"gehaṃ va vittarahiaṃ ṇijjharakuharaṃ va salilasuṇṇaïaṃ
gohaṇarahiaṃ goṭṭhaṃ va tīa vaaṇaṃ tuha vioe"
612,"tuha daṃsaṇeṇa jaṇio imīa lajjāulāi aṇurāo
duggaamaṇoraho via hiaa ccia jāi pariṇāmaṃ"
613,"jaṃ taṇuāaï sā tuha kaeṇa kiṃ jeṇa pucchasi hasaṃto
aha gimhe maha paaī evvaṃ bhaṇiūṇa oruṇṇā"
614,"vaṇṇakkamarahiassa vi esa guṇo ṇavari cittakammassa
ṇimisaṃ pi jaṃ ṇa muṃcaï pio jaṇo gāḍham uvaūḍho"
615,"avihattasaṃdhivaṃdhaṃ paḍhamarasubbheapāṇalohillo
uvvelliuṃ ṇa āṇaï khaṃḍaï kaliāmuhaṃ bhamaro"
616,"daravevirorujualāsu maüliacchīsu luliacihurāsu
purisāirīsu kāmo piāsu sajjāuho hoi"
617,"jaṃ jaṃ te ṇa suhāaï taṃ taṃ ṇa karemi jaṃ mam' āattaṃ
ahaaṃ cia jaṃ ṇa suhāmi suhaa taṃ kiṃ mam' āattaṃ"
618,"vāvāravisaṃvāaṃ saalāvaavāṇa kuṇaï haalajjā
savaṇāṇa uṇo gurusaṃṇihe vi ṇa ṇiruṃjhaï ṇioaṃ"
619,"kiṃ bhaṇaha maṃ sahīo mā mara dīsihaï so jiaṃtīe
kajjālāo eso siṇehamaggo uṇa ṇa hoi"
620,"ekkallamao diṭṭhīa maïa taha pulaïo saaṇhāe
piajāassa jaha dhaṇuṃ paḍiaṃ vāhassa hatthāo"
621,"ṇaliṇīsu bhamasi parimalasi sattalaṃ mālaïṃ pi ṇo muasi
taralattaṇaṃ tuha aho mahuara jaï pāḍalā haraï"
622,"doaṃgulaakavālaapiṇaddhasavisesaṇīlakaṃcuiā
dāvei thaṇatthalavaṇṇiaṃ va taruṇī juajaṇāṇaṃ"
623,"rakkhei puttaaṃ matthaeṇa occhoaaṃ paḍicchaṃtī
aṃsūhi pahiaghariṇī ollijjaṃtaṃ ṇa lakkhei"
624,"sarae sarammi pahiā jalāi kaṃdoṭṭasurahigaṃdhāi
dhavalacchāi saaṇhā piaṃti daïāṇa va muhāiṃ"
625,"abbhaṃtarasarasāo uvariṃ pavvāavaddhapaṃkāo
caṃkammaṃtammi jaṇe samūsasaṃti vva racchāo"
626,"muhapuṃḍarīachāāi saṃṭhie uaha rāahaṃse vva
chaṇapiṭṭhakuṭṭaṇucchaliadhūlidhavale thaṇe vahaï"
627,"taha teṇa vi sā diṭṭhā tīa vi taha tassa pesiā diṭṭhī
jaha doṇha vi samaaṃ cia ṇivvuttaraāi jāāi"
628,"vāuliāparisosaṇaṇiuṃjapattalaṇasulahasaṃkeā
sohaggakaṇaakasavaṭṭa gimha mā kaha vi jhijjihisi"
629,"dussikkhiaraaṇapasikkhaehi ghiṭṭho si patthare tāva
jā tilamettaṃ vaṭṭasi maragaa kā tujjha mullakahā"
630,"jaha ciṃtei pariaṇo āsaṃkaï jaha a tassa paḍivakkho
vāleṇa vi gāmaṇiṇaṃdaṇeṇa taha rakkhiā pallī"
631,"aṇṇesu pahia pucchasu vāhaaputtesu pusiacammāiṃ
amhaṃ vāhajuāṇo hariṇesu dhaṇuṃ ṇa ṇāmei"
632,"gaavahuvehavvaaro putto me ekkakaṃḍaviṇivāī
taha soṇhāi pulaïo jaha kaṃḍavaraṃḍaaṃ vahaï"
633,"viṃjhāruhaṇālāvaṃ pallī mā kuṇaü gāmaṇī sasaï
paccujjivio jaï kaha vi suṇaï tā jīviaṃ muaï"
634,"appāhei maraṃto puttaṃ pallīvaī paatteṇa
maha ṇāmeṇa jaha tumaṃ ṇa lajjase taha karejjāsu"
635,"aṇumaraṇapatthiāe paccāgaajīvie piaamammi
vehavvamaṃḍaṇaṃ kulavahūa sohaggaaṃ jāaṃ"
636,"mahumacchiāi daṭṭhaṃ daṭṭhūṇa muhaṃ piassa sūṇoṭṭhaṃ
īsāluī puliṃdī rukkhacchāaṃ gaā aṇṇaṃ"
637,"dhaṇṇā vasaṃti ṇīsaṃkamohaṇe vahalapattalavaïmmi
vāaṃdolaṇaoṇaviaveṇugahaṇe giriggāme"
638,"pupphullaghaṇakalaṃvā ṇiddhoasilāalā muiamorā
pasaraṃtojjharamuhalā ucchāhaṃte giriggāmā"
639,"taha parimaliā goveṇa teṇa hatthaṃ pi jā ṇa ollei
sa ccia khaḍaṇā eṇhiṃ pecchaha kuḍadohiṇī jāā"
640,"dhavalo jiaï tuha kae dhavalassa kae jiaṃti giṭṭhīo
jia taṃve amha vi jīvieṇa goṭṭhaṃ tumāattaṃ"
641,"agghāi chivaï cuṃvaï ṭhavei hiaammi jaṇiaromaṃco
jāākavolasarisaṃ pecchaha pahio mahuapupphaṃ"
642,"ua ollijjaï mohaṃ bhuaṃgakittīa kaḍaalaggāi
ojjharadhārāsaddhālueṇa sīsaṃ vaṇagaeṇa"
643,"kamalaṃ muaṃta mahuara pikkakaïtthāṇa gaṃdhaloheṇa
ālekkhalaḍḍuaṃ pāmaro vva chiviūṇa jāṇihisi"
644,"gijjaṃte maṃgalagāiāhi varagottadiṇṇaaṇṇāe
souṃ va ṇiggao uaha hoṃtavahuāi romaṃco"
645,"maṇṇe āaṇṇaṃtā āsaṇṇavivāhamaṃgaluggīaṃ
tehi juāṇehi samaṃ hasaṃti maṃ veasakuḍuṃgā"
646,"uagaacaütthimaṃgalahoṃtavioasavisesalaggehi
tīa varassa a seaṃsuehi ruṇṇaṃ va hatthehiṃ"
647,"ṇa a diṭṭhiṃ ṇei muhaṃ ṇa a chiviuṃ dei ṇā lavaï kiṃ pi
taha vi hu kiṃ pi rahassaṃ ṇavavahusaṃgo pio hoi"
648,"aliapasuttavalaṃtammi ṇavavare ṇavavahūa vevaṃto
saṃvelliorusaṃjamiavatthagaṃṭhiṃ gao hattho"
649,"pucchijjaṃtī ṇa bhaṇaï gahiā papphuraï cuṃviā ruaï
tuṇhikkā ṇavavahuā kaāvarāheṇa uvaūḍhā"
650,"tatto ccia hoṃti kahā viasaṃti tahiṃ tahiṃ samappaṃti
kiṃ maṇṇe māucchā ekkajuāṇo imo gāmo"
651,"jāi vaaṇāi amhe vi jaṃpimo tāi jaṃpaï jaṇo vi
tāiṃ cia teṇa pajaṃpiāi hiaaṃ suhāveṃti"
652,"savvāareṇa maggaha piaṃ jaṇaṃ jaï suheṇa vo kajjaṃ
jaṃ jassa hiaadaïaṃ taṃ ṇa suhaṃ jaṃ tahiṃ ṇa tthi"
653,"dīsaṃto diṭṭhisuho ciṃtijjaṃta maṇavallaho attā
ullāvaṃta suisuho pio jaṇo ṇicca ramaṇijjo"
654,"ṭhāṇabbhaṭṭhā parigaliapīṇaā uṇṇaīa paricattā
amhe uṇa ṭheripaohara vva uare ccia ṇisanṇā"
655,"paccūsāgaa raṃjiadeha piāloa loaṇāṇaṃda
aṇṇattakhaviasavvari ṇahabhūsaṇa diṇavaï ṇamo de"
656,"vivarīasuraalehaḍa pucchasi maha kīsa gabbhasaṃbhūiṃ
oatte kuṃbhamuhe jalalavakaṇiā vi kiṃ ṭhāi"
657,"accāsaṇṇavivāhe samaṃ jasoāi taruṇagovīhiṃ
vaḍḍhaṃte mahumahaṇe saṃvaṃdhā ṇiṇhuvijjaṃti"
658,"jaṃ jaṃ ālihaï maṇo āsāvattīhi hiaaphalaammi
taṃ taṃ vālo vva vihī ṇihuaṃ hasiūṇa pamhusaï"
659,"aṇuhutto karaphaṃso saalaalāpuṇṇa puṇṇadiahammi
vīāsaṃgakisaṃgaa eṇhiṃ tuha vaṃdimo calaṇe"
660,"dūraṃtarie vi pie kaha vi ṇiattāi majjha ṇaaṇāi
hiaaṃ uṇa teṇa samaṃ ajja vi aṇivāriaṃ bhamaï"
661,"tassa kahākaṃtaïe saddāaṇṇaṇasamosariakove
samuhāloaṇakaṃpiri uvaūḍhā kiṃ pavajjihisi"
662,"bharaṇamiaṇīlasāhaggakhaliacalaṇaddhavihuavakkhaüḍā
tarusiharesu vihaṃgā kaha kaha vi lahaṃti saṃṭhāṇaṃ"
663,"aharamahupāṇaghorilliāi jaṃ ca ramio si savisesaṃ
asaï alajjiri vahusikkhiri tti mā ṇāha maṇṇihisi"
664,"khāṇeṇa a pāṇeṇa a taha gahio maṃḍalo aḍaaṇāi
jaha jāraṃ ahiṇaṃdaï bhukkaï gharasāmie eṃte"
665,"kaṃḍaṃteṇa akaṃḍaṃ pallīmajjhammi viaḍakoaṃdaṃ
païmaraṇāhi vi ahiaṃ vāheṇa ruāviā attā"
666,"amhe ujjuasīlā pio vi piasahi viāraparioso
ṇa hu aṇṇā kā vi gaī vāhohā kaha pusijjaṃtu"
667,"dhavalo si jaï vi suṃdari taha vi tue majjha raṃjiaṃ hiaaṃ
rāabharie vi hiae suhaa ṇihitto ṇa ratto si"
668,"caṃcupuḍāhaavialiasahaāraraseṇa sittadehassa
kīrassa maggalaggaṃ gaṃdhaṃdhaṃ bhamaï bhamaraülaṃ"
